-27.354,-26.775,-5.9301e-05,-8.0033e-05,-4.7575e-05
-27.35,-25.28,-8.0332e-05,-2.5571e-05,-7.3014e-05
-27.346,-23.785,-9.9247e-05,-2.3736e-05,-7.4546e-05
-27.342,-22.291,-0.00012405,-4.4679e-05,-5.9309e-05
-27.338,-20.796,-3.9264e-05,-8.0197e-05,3.9061e-05
-27.334,-19.302,-9.28e-05,1.0575e-05,5.4196e-05
-27.031,-17.81,-0.00017609,-1.8962e-05,-1.3731e-05
-27.026,-16.315,-0.00011519,-3.028e-06,-1.9312e-06
-27.022,-14.82,-0.0001032,-7.0806e-06,-7.6414e-05
-27.018,-13.325,-0.00025529,2.137e-05,-9.8645e-05
-27.014,-11.829,-0.00029659,1.172e-05,-4.0992e-05
-27.01,-10.334,-0.00024256,-3.2585e-05,-0.00022674
-27.006,-8.8391,-0.00019491,-4.7738e-05,-0.00015619
-27.002,-7.3433,-0.00020982,4.1978e-05,-9.8722e-05
-26.999,-5.8479,-0.00023664,-3.669e-06,4.666e-05
-26.996,-4.3519,-0.00029002,1.5355e-05,0.00010457
-26.993,-2.8565,-0.00025003,4.165e-05,2.0226e-05
-26.989,-1.3601,-0.00015991,4.0727e-05,-2.0917e-05
-26.986,0.13575,-0.00013503,2.6525e-05,3.3514e-05
-26.982,1.6315,-0.00022973,-1.1533e-05,-1.6978e-05
-26.978,3.1275,-0.00015643,-0.00010035,-3.4273e-05
-26.974,4.6239,-0.00017453,-6.4512e-05,-0.00011113
-26.97,6.12,-0.00011371,2.8318e-05,-7.1836e-05
-26.966,7.6166,3.7035e-05,-3.7381e-05,-1.3667e-05
-26.962,9.1131,7.9997e-05,-2.8131e-05,3.6044e-05
-26.958,10.61,-5.5571e-06,-4.793e-05,-4.4094e-05
-26.954,12.107,-6.2153e-05,-9.3085e-05,-8.4633e-05
-26.95,13.604,-8.6794e-05,-7.6029e-05,-7.4141e-05
-26.946,15.101,-0.00017853,5.8718e-05,4.4283e-05
-26.943,16.599,-0.00016123,-3.6212e-05,-0.00010068
-26.939,18.096,-4.0968e-05,-0.00017754,-0.00011644
-26.936,19.593,-0.00018847,-2.2718e-05,-0.00030548
-26.932,21.09,-0.00024893,-8.6872e-05,-0.00021436
-26.929,22.588,-8.2668e-05,-0.00010825,-0.00021475
-26.926,24.086,-4.5627e-05,-6.9424e-05,0.00011342
-26.923,25.584,-9.2491e-06,3.1753e-05,0.00030376
-26.92,27.081,-6.6762e-05,-7.762e-05,0.00016028
-25.556,-26.798,-0.00012032,1.6586e-06,-8.7162e-05
-25.552,-25.302,-9.6245e-05,-2.7977e-05,8.5154e-05
-25.548,-23.806,-6.4914e-05,-6.9109e-05,-5.2062e-07
-25.544,-22.311,-3.2917e-05,1.621e-05,1.8355e-05
-25.541,-20.815,-4.1286e-05,-8.5709e-06,3.8247e-05
-25.537,-19.32,-5.8853e-05,-9.7355e-05,-4.0012e-06
-25.232,-17.827,-3.1935e-05,-1.3469e-05,5.2516e-05
-25.228,-16.332,-8.1738e-05,-2.5537e-05,-2.0814e-05
-25.224,-14.836,-0.00010317,-1.7194e-05,1.9943e-05
-25.221,-13.34,-7.0371e-05,-4.8093e-05,-4.7686e-05
-25.216,-11.844,-0.00010135,-5.0692e-05,-6.0476e-05
-25.212,-10.348,-0.00010745,9.3436e-06,-4.7039e-05
-25.208,-8.8521,-7.9214e-05,4.78e-05,1.6612e-05
-25.204,-7.3558,-4.3858e-05,5.7539e-05,2.4277e-05
-25.2,-5.8595,-3.7629e-05,3.5571e-05,-1.2873e-05
-25.196,-4.3632,-4.9966e-05,4.1167e-05,4.3068e-06
-25.193,-2.8665,-7.729e-05,2.9446e-05,0.00010534
-25.189,-1.3698,-7.8717e-05,-3.4698e-05,3.6088e-05
-25.186,0.12717,-8.1182e-05,-2.8874e-05,-9.0127e-05
-25.183,1.6241,-5.59e-05,-3.607e-05,-9.0694e-05
-25.179,3.1207,-6.0698e-05,-1.3853e-05,-4.6172e-05
-25.175,4.6177,-7.5607e-05,-3.3828e-05,-3.6654e-05
-25.171,6.1149,-7.3328e-05,-6.7238e-06,-3.2317e-05
-25.167,7.6122,-0.00018619,-4.5384e-05,-3.2953e-05
-25.163,9.1094,-0.00018234,-0.00012876,-3.068e-05
-25.159,10.607,-0.00012076,-2.0569e-05,-0.00010152
-25.155,12.104,-0.00011887,-1.8354e-05,-8.0049e-05
-25.151,13.602,-0.00012297,-9.7176e-05,-8.6023e-06
-25.147,15.1,-0.00010315,-7.1695e-05,-0.00012909
-25.143,16.598,-0.00013798,-6.8088e-05,-0.00017209
-25.139,18.097,-0.00012426,-7.673e-05,-8.4086e-05
-25.136,19.595,-0.00013426,-4.7491e-05,-3.2627e-05
-25.132,21.093,-7.3024e-05,-4.3955e-05,-7.6542e-05
-25.129,22.591,-5.0774e-05,-2.8093e-05,2.7746e-05
-25.125,24.09,-7.2865e-05,1.1534e-06,5.7184e-05
-25.122,25.589,-9.6986e-05,-0.00010289,-0.00010998
